"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
4033,86.3,86.3,13.7,"Mellingen AG","Mellingen (AG)","Mellingen AG","86,3 Prozent der Stimmbürgerinnen und Stimmbürger von Mellingen haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4034,74,74,26,"Neuenhof AG","Neuenhof (AG)","Neuenhof AG","74 Prozent der Stimmbürgerinnen und Stimmbürger von Neuenhof haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4035,26.6,26.6,73.4,"Niederrohrdorf AG","Niederrohrdorf (AG)","Niederrohrdorf AG","Nein zur Aargauische Klimaschutzinitiative in Niederrohrdorf: 73,4 Prozent haben das Begehren abgelehnt.",,
4037,90.5,90.5,9.5,"Oberrohrdorf AG","Oberrohrdorf (AG)","Oberrohrdorf AG","Mit 90,5 Prozent Ja hat sich Oberrohrdorf für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4038,41.5,41.5,58.5,"Obersiggenthal AG","Obersiggenthal (AG)","Obersiggenthal AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Obersiggenthal. 58,5 Prozent haben sie verworfen.",,
4039,57.7,57.7,42.3,"Remetschwil AG","Remetschwil (AG)","Remetschwil AG","Remetschwil hat die Aargauische Klimaschutzinitiative mit 57,7 Prozent angenommen.",,
4040,3.1,3.1,96.9,"Spreitenbach AG","Spreitenbach (AG)","Spreitenbach AG","Spreitenbach hat die Aargauische Klimaschutzinitiative mit 96,9 Prozent abgelehnt.",,
4041,93.7,93.7,6.3,"Stetten AG","Stetten (AG)","Stetten AG","Stetten AG hat die Aargauische Klimaschutzinitiative mit 93,7 Prozent angenommen.",,
4042,39.4,39.4,60.6,"Turgi AG","Turgi (AG)","Turgi AG","Nein zur Aargauische Klimaschutzinitiative in Turgi: 60,6 Prozent haben das Begehren abgelehnt.",,
4044,40.3,40.3,59.7,"Untersiggenthal AG","Untersiggenthal (AG)","Untersiggenthal AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Untersiggenthal. 59,7 Prozent haben sie verworfen.",,
4045,39.6,39.6,60.4,"Wettingen AG","Wettingen (AG)","Wettingen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Wettingen. 60,4 Prozent haben sie verworfen.",,
4046,1.4,1.4,98.6,"Wohlenschwil AG","Wohlenschwil (AG)","Wohlenschwil AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Wohlenschwil. 98,6 Prozent haben sie verworfen.",,
4047,77.5,77.5,22.5,"Würenlingen AG","Würenlingen (AG)","Würenlingen AG","Mit 77,5 Prozent Ja hat sich Würenlingen für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4048,53.8,53.8,46.2,"Würenlos AG","Würenlos (AG)","Würenlos AG","Würenlos hat die Aargauische Klimaschutzinitiative mit 53,8 Prozent angenommen.",,
4049,21.3,21.3,78.7,"Ehrendingen AG","Ehrendingen (AG)","Ehrendingen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Ehrendingen. 78,7 Prozent haben sie verworfen.",,
4061,55.8,55.8,44.2,"Arni AG","Arni (AG)","Arni AG","Arni AG hat die Aargauische Klimaschutzinitiative mit 55,8 Prozent angenommen.",,
4062,48.9,48.9,51.1,"Berikon AG","Berikon (AG)","Berikon AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Berikon. 51,1 Prozent haben sie verworfen.",,
4063,49.6,49.6,50.4,"Bremgarten AG","Bremgarten (AG)","Bremgarten AG","Nein zur Aargauische Klimaschutzinitiative in Bremgarten AG: 50,4 Prozent haben das Begehren abgelehnt.",,
4064,49.4,49.4,50.6,"Büttikon AG","Büttikon (AG)","Büttikon AG","Nein zur Aargauische Klimaschutzinitiative in Büttikon: 50,6 Prozent haben das Begehren abgelehnt.",,
4065,41.2,41.2,58.8,"Dottikon AG","Dottikon (AG)","Dottikon AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Dottikon. 58,8 Prozent haben sie verworfen.",,
4066,51.4,51.4,48.6,"Eggenwil AG","Eggenwil (AG)","Eggenwil AG","51,4 Prozent der Stimmbürgerinnen und Stimmbürger von Eggenwil haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4067,52,52,48,"Fischbach-Göslikon AG","Fischbach-Göslikon (AG)","Fischbach-Göslikon AG","52 Prozent der Stimmbürgerinnen und Stimmbürger von Fischbach-Göslikon haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4068,52.2,52.2,47.8,"Hägglingen AG","Hägglingen (AG)","Hägglingen AG","Mit 52,2 Prozent Ja hat sich Hägglingen für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4071,28.1,28.1,71.9,"Jonen AG","Jonen (AG)","Jonen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Jonen. 71,9 Prozent haben sie verworfen.",,
4072,59.7,59.7,40.3,"Niederwil AG","Niederwil (AG)","Niederwil AG","Niederwil AG hat die Aargauische Klimaschutzinitiative mit 59,7 Prozent angenommen.",,
4073,35.4,35.4,64.6,"Oberlunkhofen AG","Oberlunkhofen (AG)","Oberlunkhofen AG","Nein zur Aargauische Klimaschutzinitiative in Oberlunkhofen: 64,6 Prozent haben das Begehren abgelehnt.",,
4074,53.5,53.5,46.5,"Oberwil-Lieli AG","Oberwil-Lieli (AG)","Oberwil-Lieli AG","Oberwil-Lieli hat die Aargauische Klimaschutzinitiative mit 53,5 Prozent angenommen.",,
4075,14.1,14.1,85.9,"Rudolfstetten-Friedlisberg AG","Rudolfstetten-Friedlisberg (AG)","Rudolfstetten-Friedlisberg AG","Nein zur Aargauische Klimaschutzinitiative in Rudolfstetten-Friedlisberg: 85,9 Prozent haben das Begehren abgelehnt.",,
4076,46.9,46.9,53.1,"Sarmenstorf AG","Sarmenstorf (AG)","Sarmenstorf AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Sarmenstorf. 53,1 Prozent haben sie verworfen.",,
4077,15.3,15.3,84.7,"Tägerig AG","Tägerig (AG)","Tägerig AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Tägerig. 84,7 Prozent haben sie verworfen.",,
4078,70,70,30,"Uezwil AG","Uezwil (AG)","Uezwil AG","Uezwil hat die Aargauische Klimaschutzinitiative mit 70 Prozent angenommen.",,
4079,92.3,92.3,7.7,"Unterlunkhofen AG","Unterlunkhofen (AG)","Unterlunkhofen AG","Unterlunkhofen hat die Aargauische Klimaschutzinitiative mit 92,3 Prozent angenommen.",,
4080,73.3,73.3,26.7,"Villmergen AG","Villmergen (AG)","Villmergen AG","Villmergen hat die Aargauische Klimaschutzinitiative mit 73,3 Prozent angenommen.",,
4081,6.4,6.4,93.6,"Widen AG","Widen (AG)","Widen AG","Nein zur Aargauische Klimaschutzinitiative in Widen: 93,6 Prozent haben das Begehren abgelehnt.",,
4082,96.7,96.7,3.3,"Wohlen AG","Wohlen (AG)","Wohlen AG","96,7 Prozent der Stimmbürgerinnen und Stimmbürger von Wohlen AG haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4083,6.4,6.4,93.6,"Zufikon AG","Zufikon (AG)","Zufikon AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Zufikon. 93,6 Prozent haben sie verworfen.",,
4084,43.5,43.5,56.5,"Islisberg AG","Islisberg (AG)","Islisberg AG","Nein zur Aargauische Klimaschutzinitiative in Islisberg: 56,5 Prozent haben das Begehren abgelehnt.",,
4091,55.6,55.6,44.4,"Auenstein AG","Auenstein (AG)","Auenstein AG","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Auenstein haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4092,83.1,83.1,16.9,"Birr AG","Birr (AG)","Birr AG","Mit 83,1 Prozent Ja hat sich Birr für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4093,33.1,33.1,66.9,"Birrhard AG","Birrhard (AG)","Birrhard AG","Nein zur Aargauische Klimaschutzinitiative in Birrhard: 66,9 Prozent haben das Begehren abgelehnt.",,
4095,36.9,36.9,63.1,"Brugg AG","Brugg (AG)","Brugg AG","Brugg hat die Aargauische Klimaschutzinitiative mit 63,1 Prozent abgelehnt.",,
4099,7.6,7.6,92.4,"Habsburg AG","Habsburg (AG)","Habsburg AG","Nein zur Aargauische Klimaschutzinitiative in Habsburg: 92,4 Prozent haben das Begehren abgelehnt.",,
4100,45.6,45.6,54.4,"Hausen AG","Hausen (AG)","Hausen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Hausen AG. 54,4 Prozent haben sie verworfen.",,
4104,56.9,56.9,43.1,"Lupfig AG","Lupfig (AG)","Lupfig AG","Lupfig hat die Aargauische Klimaschutzinitiative mit 56,9 Prozent angenommen.",,
4105,58.4,58.4,41.6,"Mandach AG","Mandach (AG)","Mandach AG","Mandach hat die Aargauische Klimaschutzinitiative mit 58,4 Prozent angenommen.",,
4106,29.2,29.2,70.8,"Mönthal AG","Mönthal (AG)","Mönthal AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Mönthal. 70,8 Prozent haben sie verworfen.",,
4107,71.8,71.8,28.2,"Mülligen AG","Mülligen (AG)","Mülligen AG","Mit 71,8 Prozent Ja hat sich Mülligen für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4110,54.4,54.4,45.6,"Remigen AG","Remigen (AG)","Remigen AG","Mit 54,4 Prozent Ja hat sich Remigen für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4111,43.1,43.1,56.9,"Riniken AG","Riniken (AG)","Riniken AG","Riniken hat die Aargauische Klimaschutzinitiative mit 56,9 Prozent abgelehnt.",,
4112,74.4,74.4,25.6,"Rüfenach AG","Rüfenach (AG)","Rüfenach AG","Mit 74,4 Prozent Ja hat sich Rüfenach für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4117,73.9,73.9,26.1,"Thalheim AG","Thalheim (AG)","Thalheim AG","Thalheim AG hat die Aargauische Klimaschutzinitiative mit 73,9 Prozent angenommen.",,
4120,62.5,62.5,37.5,"Veltheim AG","Veltheim (AG)","Veltheim AG","Veltheim AG hat die Aargauische Klimaschutzinitiative mit 62,5 Prozent angenommen.",,
4121,30.2,30.2,69.8,"Villigen AG","Villigen (AG)","Villigen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Villigen. 69,8 Prozent haben sie verworfen.",,
4122,51.8,51.8,48.2,"Villnachern AG","Villnachern (AG)","Villnachern AG","51,8 Prozent der Stimmbürgerinnen und Stimmbürger von Villnachern haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4123,42,42,58,"Windisch AG","Windisch (AG)","Windisch AG","Windisch hat die Aargauische Klimaschutzinitiative mit 58 Prozent abgelehnt.",,
4124,93,93,7,"Bözberg AG","Bözberg (AG)","Bözberg AG","93 Prozent der Stimmbürgerinnen und Stimmbürger von Bözberg haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4125,57.9,57.9,42.1,"Schinznach AG","Schinznach (AG)","Schinznach AG","57,9 Prozent der Stimmbürgerinnen und Stimmbürger von Schinznach haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4131,66.6,66.6,33.4,"Beinwil am See AG","Beinwil am See (AG)","Beinwil am See AG","Beinwil am See hat die Aargauische Klimaschutzinitiative mit 66,6 Prozent angenommen.",,
4132,39.8,39.8,60.2,"Birrwil AG","Birrwil (AG)","Birrwil AG","Nein zur Aargauische Klimaschutzinitiative in Birrwil: 60,2 Prozent haben das Begehren abgelehnt.",,
4134,32,32,68,"Dürrenäsch AG","Dürrenäsch (AG)","Dürrenäsch AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Dürrenäsch. 68 Prozent haben sie verworfen.",,
4135,40.4,40.4,59.6,"Gontenschwil AG","Gontenschwil (AG)","Gontenschwil AG","Nein zur Aargauische Klimaschutzinitiative in Gontenschwil: 59,6 Prozent haben das Begehren abgelehnt.",,
4136,99.8,99.8,0.2,"Holziken AG","Holziken (AG)","Holziken AG","99,8 Prozent der Stimmbürgerinnen und Stimmbürger von Holziken haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4137,3.4,3.4,96.6,"Leimbach AG","Leimbach (AG)","Leimbach AG","Nein zur Aargauische Klimaschutzinitiative in Leimbach AG: 96,6 Prozent haben das Begehren abgelehnt.",,
4138,97.2,97.2,2.8,"Leutwil AG","Leutwil (AG)","Leutwil AG","Leutwil hat die Aargauische Klimaschutzinitiative mit 97,2 Prozent angenommen.",,
4139,30.7,30.7,69.3,"Menziken AG","Menziken (AG)","Menziken AG","Menziken hat die Aargauische Klimaschutzinitiative mit 69,3 Prozent abgelehnt.",,
4140,95.5,95.5,4.5,"Oberkulm AG","Oberkulm (AG)","Oberkulm AG","Oberkulm hat die Aargauische Klimaschutzinitiative mit 95,5 Prozent angenommen.",,
4141,32.3,32.3,67.7,"Reinach AG","Reinach (AG)","Reinach AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Reinach AG. 67,7 Prozent haben sie verworfen.",,
4142,50.2,50.2,49.8,"Schlossrued AG","Schlossrued (AG)","Schlossrued AG","Schlossrued hat die Aargauische Klimaschutzinitiative mit 50,2 Prozent angenommen.",,
4143,7.2,7.2,92.8,"Schmiedrued AG","Schmiedrued (AG)","Schmiedrued AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Schmiedrued. 92,8 Prozent haben sie verworfen.",,
4144,55.6,55.6,44.4,"Schöftland AG","Schöftland (AG)","Schöftland AG","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schöftland haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4145,10.8,10.8,89.2,"Teufenthal AG","Teufenthal (AG)","Teufenthal AG","Teufenthal AG hat die Aargauische Klimaschutzinitiative mit 89,2 Prozent abgelehnt.",,
4146,25,25,75,"Unterkulm AG","Unterkulm (AG)","Unterkulm AG","Unterkulm hat die Aargauische Klimaschutzinitiative mit 75 Prozent abgelehnt.",,
4147,54.6,54.6,45.4,"Zetzwil AG","Zetzwil (AG)","Zetzwil AG","Zetzwil hat die Aargauische Klimaschutzinitiative mit 54,6 Prozent angenommen.",,
4161,40.8,40.8,59.2,"Eiken AG","Eiken (AG)","Eiken AG","Eiken hat die Aargauische Klimaschutzinitiative mit 59,2 Prozent abgelehnt.",,
4163,43.7,43.7,56.3,"Frick AG","Frick (AG)","Frick AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Frick. 56,3 Prozent haben sie verworfen.",,
4164,11.1,11.1,88.9,"Gansingen AG","Gansingen (AG)","Gansingen AG","Nein zur Aargauische Klimaschutzinitiative in Gansingen: 88,9 Prozent haben das Begehren abgelehnt.",,
4165,37,37,63,"Gipf-Oberfrick AG","Gipf-Oberfrick (AG)","Gipf-Oberfrick AG","Nein zur Aargauische Klimaschutzinitiative in Gipf-Oberfrick: 63 Prozent haben das Begehren abgelehnt.",,
4169,58.6,58.6,41.4,"Kaisten AG","Kaisten (AG)","Kaisten AG","Mit 58,6 Prozent Ja hat sich Kaisten für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4170,70.8,70.8,29.2,"Laufenburg AG","Laufenburg (AG)","Laufenburg AG","70,8 Prozent der Stimmbürgerinnen und Stimmbürger von Laufenburg haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4172,27.9,27.9,72.1,"Münchwilen AG","Münchwilen (AG)","Münchwilen AG","Münchwilen AG hat die Aargauische Klimaschutzinitiative mit 72,1 Prozent abgelehnt.",,
4173,61.6,61.6,38.4,"Oberhof AG","Oberhof (AG)","Oberhof AG","Mit 61,6 Prozent Ja hat sich Oberhof für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4175,18.6,18.6,81.4,"Oeschgen AG","Oeschgen (AG)","Oeschgen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Oeschgen. 81,4 Prozent haben sie verworfen.",,
4176,60.8,60.8,39.2,"Schwaderloch AG","Schwaderloch (AG)","Schwaderloch AG","Schwaderloch hat die Aargauische Klimaschutzinitiative mit 60,8 Prozent angenommen.",,
4177,98,98,2,"Sisseln AG","Sisseln (AG)","Sisseln AG","Mit 98 Prozent Ja hat sich Sisseln für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4181,76.2,76.2,23.8,"Wittnau AG","Wittnau (AG)","Wittnau AG","Wittnau hat die Aargauische Klimaschutzinitiative mit 76,2 Prozent angenommen.",,
4182,66.9,66.9,33.1,"Wölflinswil AG","Wölflinswil (AG)","Wölflinswil AG","Mit 66,9 Prozent Ja hat sich Wölflinswil für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4183,89.1,89.1,10.9,"Zeihen AG","Zeihen (AG)","Zeihen AG","89,1 Prozent der Stimmbürgerinnen und Stimmbürger von Zeihen haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4184,3.6,3.6,96.4,"Mettauertal AG","Mettauertal (AG)","Mettauertal AG","Nein zur Aargauische Klimaschutzinitiative in Mettauertal: 96,4 Prozent haben das Begehren abgelehnt.",,
4185,50.9,50.9,49.1,"Böztal AG","Böztal (AG)","Böztal AG","Mit 50,9 Prozent Ja hat sich Böztal für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4186,27.8,27.8,72.2,,,,,,
4191,54.2,54.2,45.8,"Ammerswil AG","Ammerswil (AG)","Ammerswil AG","Mit 54,2 Prozent Ja hat sich Ammerswil für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4192,26.5,26.5,73.5,"Boniswil AG","Boniswil (AG)","Boniswil AG","Nein zur Aargauische Klimaschutzinitiative in Boniswil: 73,5 Prozent haben das Begehren abgelehnt.",,
4193,69.7,69.7,30.3,"Brunegg AG","Brunegg (AG)","Brunegg AG","Brunegg hat die Aargauische Klimaschutzinitiative mit 69,7 Prozent angenommen.",,
4194,45.2,45.2,54.8,"Dintikon AG","Dintikon (AG)","Dintikon AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Dintikon. 54,8 Prozent haben sie verworfen.",,
4195,49.8,49.8,50.2,"Egliswil AG","Egliswil (AG)","Egliswil AG","Egliswil hat die Aargauische Klimaschutzinitiative mit 50,2 Prozent abgelehnt.",,
4196,75.7,75.7,24.3,"Fahrwangen AG","Fahrwangen (AG)","Fahrwangen AG","75,7 Prozent der Stimmbürgerinnen und Stimmbürger von Fahrwangen haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4197,69.5,69.5,30.5,"Hallwil AG","Hallwil (AG)","Hallwil AG","Hallwil hat die Aargauische Klimaschutzinitiative mit 69,5 Prozent angenommen.",,
4198,10.6,10.6,89.4,"Hendschiken AG","Hendschiken (AG)","Hendschiken AG","Nein zur Aargauische Klimaschutzinitiative in Hendschiken: 89,4 Prozent haben das Begehren abgelehnt.",,
4199,54.4,54.4,45.6,"Holderbank AG","Holderbank (AG)","Holderbank AG","Mit 54,4 Prozent Ja hat sich Holderbank AG für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4200,38.9,38.9,61.1,"Hunzenschwil AG","Hunzenschwil (AG)","Hunzenschwil AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Hunzenschwil. 61,1 Prozent haben sie verworfen.",,
4201,52.9,52.9,47.1,"Lenzburg AG","Lenzburg (AG)","Lenzburg AG","Lenzburg hat die Aargauische Klimaschutzinitiative mit 52,9 Prozent angenommen.",,
4202,46.5,46.5,53.5,"Meisterschwanden AG","Meisterschwanden (AG)","Meisterschwanden AG","Meisterschwanden hat die Aargauische Klimaschutzinitiative mit 53,5 Prozent abgelehnt.",,
4203,52,52,48,"Möriken-Wildegg AG","Möriken-Wildegg (AG)","Möriken-Wildegg AG","Möriken-Wildegg hat die Aargauische Klimaschutzinitiative mit 52 Prozent angenommen.",,
4204,94.1,94.1,5.9,"Niederlenz AG","Niederlenz (AG)","Niederlenz AG","Niederlenz hat die Aargauische Klimaschutzinitiative mit 94,1 Prozent angenommen.",,
4205,24.1,24.1,75.9,"Othmarsingen AG","Othmarsingen (AG)","Othmarsingen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Othmarsingen. 75,9 Prozent haben sie verworfen.",,
4206,36.7,36.7,63.3,"Rupperswil AG","Rupperswil (AG)","Rupperswil AG","Rupperswil hat die Aargauische Klimaschutzinitiative mit 63,3 Prozent abgelehnt.",,
4207,98.8,98.8,1.2,"Schafisheim AG","Schafisheim (AG)","Schafisheim AG","Mit 98,8 Prozent Ja hat sich Schafisheim für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4208,79.1,79.1,20.9,"Seengen AG","Seengen (AG)","Seengen AG","Seengen hat die Aargauische Klimaschutzinitiative mit 79,1 Prozent angenommen.",,
4209,65.1,65.1,34.9,"Seon AG","Seon (AG)","Seon AG","Seon hat die Aargauische Klimaschutzinitiative mit 65,1 Prozent angenommen.",,
4210,44.9,44.9,55.1,"Staufen AG","Staufen (AG)","Staufen AG","Nein zur Aargauische Klimaschutzinitiative in Staufen: 55,1 Prozent haben das Begehren abgelehnt.",,
4221,18.2,18.2,81.8,"Abtwil AG","Abtwil (AG)","Abtwil AG","Abtwil hat die Aargauische Klimaschutzinitiative mit 81,8 Prozent abgelehnt.",,
4222,97.5,97.5,2.5,"Aristau AG","Aristau (AG)","Aristau AG","Mit 97,5 Prozent Ja hat sich Aristau für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4223,59.6,59.6,40.4,"Auw AG","Auw (AG)","Auw AG","Auw hat die Aargauische Klimaschutzinitiative mit 59,6 Prozent angenommen.",,
4224,70.6,70.6,29.4,"Beinwil (Freiamt) AG","Beinwil (Freiamt) (AG)","Beinwil (Freiamt) AG","Mit 70,6 Prozent Ja hat sich Beinwil (Freiamt) für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4226,73.9,73.9,26.1,"Besenbüren AG","Besenbüren (AG)","Besenbüren AG","Mit 73,9 Prozent Ja hat sich Besenbüren für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4227,84.4,84.4,15.6,"Bettwil AG","Bettwil (AG)","Bettwil AG","Bettwil hat die Aargauische Klimaschutzinitiative mit 84,4 Prozent angenommen.",,
4228,52.1,52.1,47.9,"Boswil AG","Boswil (AG)","Boswil AG","Mit 52,1 Prozent Ja hat sich Boswil für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4229,35.9,35.9,64.1,"Bünzen AG","Bünzen (AG)","Bünzen AG","Bünzen hat die Aargauische Klimaschutzinitiative mit 64,1 Prozent abgelehnt.",,
4230,64.5,64.5,35.5,"Buttwil AG","Buttwil (AG)","Buttwil AG","64,5 Prozent der Stimmbürgerinnen und Stimmbürger von Buttwil haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4231,20,20,80,"Dietwil AG","Dietwil (AG)","Dietwil AG","Dietwil hat die Aargauische Klimaschutzinitiative mit 80 Prozent abgelehnt.",,
