"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
4032,85.6,85.6,14.4,"Mägenwil AG","Mägenwil (AG)","Mägenwil AG","Mit 85,6 Prozent Ja hat sich Mägenwil für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4033,64.9,64.9,35.1,"Mellingen AG","Mellingen (AG)","Mellingen AG","64,9 Prozent der Stimmbürgerinnen und Stimmbürger von Mellingen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4034,72.2,72.2,27.8,"Neuenhof AG","Neuenhof (AG)","Neuenhof AG","72,2 Prozent der Stimmbürgerinnen und Stimmbürger von Neuenhof haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4035,26.5,26.5,73.5,"Niederrohrdorf AG","Niederrohrdorf (AG)","Niederrohrdorf AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Niederrohrdorf: 73,5 Prozent haben die Vorlage abgelehnt.",,
4037,63.8,63.8,36.2,"Oberrohrdorf AG","Oberrohrdorf (AG)","Oberrohrdorf AG","Mit 63,8 Prozent Ja hat sich Oberrohrdorf für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4038,55.2,55.2,44.8,"Obersiggenthal AG","Obersiggenthal (AG)","Obersiggenthal AG","55,2 Prozent der Stimmbürgerinnen und Stimmbürger von Obersiggenthal haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4039,29.9,29.9,70.1,"Remetschwil AG","Remetschwil (AG)","Remetschwil AG","Remetschwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 70,1 Prozent abgelehnt.",,
4040,2.6,2.6,97.4,"Spreitenbach AG","Spreitenbach (AG)","Spreitenbach AG","Spreitenbach hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 97,4 Prozent abgelehnt.",,
4041,33.6,33.6,66.4,"Stetten AG","Stetten (AG)","Stetten AG","Stetten AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 66,4 Prozent abgelehnt.",,
4042,55.6,55.6,44.4,"Turgi AG","Turgi (AG)","Turgi AG","Mit 55,6 Prozent Ja hat sich Turgi für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4044,14.5,14.5,85.5,"Untersiggenthal AG","Untersiggenthal (AG)","Untersiggenthal AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Untersiggenthal. 85,5 Prozent haben sie verworfen.",,
4045,85.6,85.6,14.4,"Wettingen AG","Wettingen (AG)","Wettingen AG","85,6 Prozent der Stimmbürgerinnen und Stimmbürger von Wettingen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4046,20.7,20.7,79.3,"Wohlenschwil AG","Wohlenschwil (AG)","Wohlenschwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Wohlenschwil. 79,3 Prozent haben sie verworfen.",,
4047,33.3,33.3,66.7,"Würenlingen AG","Würenlingen (AG)","Würenlingen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Würenlingen: 66,7 Prozent haben die Vorlage abgelehnt.",,
4048,57.3,57.3,42.7,"Würenlos AG","Würenlos (AG)","Würenlos AG","Würenlos hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 57,3 Prozent angenommen.",,
4049,13.1,13.1,86.9,"Ehrendingen AG","Ehrendingen (AG)","Ehrendingen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Ehrendingen. 86,9 Prozent haben sie verworfen.",,
4061,35.4,35.4,64.6,"Arni AG","Arni (AG)","Arni AG","Arni AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 64,6 Prozent abgelehnt.",,
4062,60.2,60.2,39.8,"Berikon AG","Berikon (AG)","Berikon AG","60,2 Prozent der Stimmbürgerinnen und Stimmbürger von Berikon haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4063,83.3,83.3,16.7,"Bremgarten AG","Bremgarten (AG)","Bremgarten AG","Mit 83,3 Prozent Ja hat sich Bremgarten AG für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4064,16.9,16.9,83.1,"Büttikon AG","Büttikon (AG)","Büttikon AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Büttikon: 83,1 Prozent haben die Vorlage abgelehnt.",,
4065,47,47,53,"Dottikon AG","Dottikon (AG)","Dottikon AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Dottikon. 53 Prozent haben sie verworfen.",,
4066,12.2,12.2,87.8,"Eggenwil AG","Eggenwil (AG)","Eggenwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Eggenwil. 87,8 Prozent haben sie verworfen.",,
4067,28,28,72,"Fischbach-Göslikon AG","Fischbach-Göslikon (AG)","Fischbach-Göslikon AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Fischbach-Göslikon. 72 Prozent haben sie verworfen.",,
4068,2.7,2.7,97.3,"Hägglingen AG","Hägglingen (AG)","Hägglingen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Hägglingen: 97,3 Prozent haben die Vorlage abgelehnt.",,
4071,48.2,48.2,51.8,"Jonen AG","Jonen (AG)","Jonen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Jonen. 51,8 Prozent haben sie verworfen.",,
4072,64.2,64.2,35.8,"Niederwil AG","Niederwil (AG)","Niederwil AG","Niederwil AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 64,2 Prozent angenommen.",,
4073,31.2,31.2,68.8,"Oberlunkhofen AG","Oberlunkhofen (AG)","Oberlunkhofen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Oberlunkhofen: 68,8 Prozent haben die Vorlage abgelehnt.",,
4074,31.9,31.9,68.1,"Oberwil-Lieli AG","Oberwil-Lieli (AG)","Oberwil-Lieli AG","Oberwil-Lieli hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 68,1 Prozent abgelehnt.",,
4075,2.1,2.1,97.9,"Rudolfstetten-Friedlisberg AG","Rudolfstetten-Friedlisberg (AG)","Rudolfstetten-Friedlisberg AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Rudolfstetten-Friedlisberg: 97,9 Prozent haben die Vorlage abgelehnt.",,
4076,97.1,97.1,2.9,"Sarmenstorf AG","Sarmenstorf (AG)","Sarmenstorf AG","97,1 Prozent der Stimmbürgerinnen und Stimmbürger von Sarmenstorf haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4077,97.8,97.8,2.2,"Tägerig AG","Tägerig (AG)","Tägerig AG","97,8 Prozent der Stimmbürgerinnen und Stimmbürger von Tägerig haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4078,58.8,58.8,41.2,"Uezwil AG","Uezwil (AG)","Uezwil AG","Uezwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 58,8 Prozent angenommen.",,
4079,42.5,42.5,57.5,"Unterlunkhofen AG","Unterlunkhofen (AG)","Unterlunkhofen AG","Unterlunkhofen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 57,5 Prozent abgelehnt.",,
4080,79.5,79.5,20.5,"Villmergen AG","Villmergen (AG)","Villmergen AG","Villmergen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 79,5 Prozent angenommen.",,
4081,11.8,11.8,88.2,"Widen AG","Widen (AG)","Widen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Widen: 88,2 Prozent haben die Vorlage abgelehnt.",,
4082,37.3,37.3,62.7,"Wohlen AG","Wohlen (AG)","Wohlen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Wohlen AG. 62,7 Prozent haben sie verworfen.",,
4083,96.6,96.6,3.4,"Zufikon AG","Zufikon (AG)","Zufikon AG","96,6 Prozent der Stimmbürgerinnen und Stimmbürger von Zufikon haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4084,27.9,27.9,72.1,"Islisberg AG","Islisberg (AG)","Islisberg AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Islisberg: 72,1 Prozent haben die Vorlage abgelehnt.",,
4091,64.4,64.4,35.6,"Auenstein AG","Auenstein (AG)","Auenstein AG","64,4 Prozent der Stimmbürgerinnen und Stimmbürger von Auenstein haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4092,32.7,32.7,67.3,"Birr AG","Birr (AG)","Birr AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Birr: 67,3 Prozent haben die Vorlage abgelehnt.",,
4093,21.8,21.8,78.2,"Birrhard AG","Birrhard (AG)","Birrhard AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Birrhard: 78,2 Prozent haben die Vorlage abgelehnt.",,
4095,80.4,80.4,19.6,"Brugg AG","Brugg (AG)","Brugg AG","Brugg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 80,4 Prozent angenommen.",,
4099,76.4,76.4,23.6,"Habsburg AG","Habsburg (AG)","Habsburg AG","Mit 76,4 Prozent Ja hat sich Habsburg für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4100,87.1,87.1,12.9,"Hausen AG","Hausen (AG)","Hausen AG","87,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen AG haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4104,41.4,41.4,58.6,"Lupfig AG","Lupfig (AG)","Lupfig AG","Lupfig hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 58,6 Prozent abgelehnt.",,
4105,28.4,28.4,71.6,"Mandach AG","Mandach (AG)","Mandach AG","Mandach hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 71,6 Prozent abgelehnt.",,
4106,80.1,80.1,19.9,"Mönthal AG","Mönthal (AG)","Mönthal AG","80,1 Prozent der Stimmbürgerinnen und Stimmbürger von Mönthal haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4107,97.9,97.9,2.1,"Mülligen AG","Mülligen (AG)","Mülligen AG","Mit 97,9 Prozent Ja hat sich Mülligen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4110,16.6,16.6,83.4,"Remigen AG","Remigen (AG)","Remigen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Remigen: 83,4 Prozent haben die Vorlage abgelehnt.",,
4111,69.2,69.2,30.8,"Riniken AG","Riniken (AG)","Riniken AG","Riniken hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 69,2 Prozent angenommen.",,
4112,58.2,58.2,41.8,"Rüfenach AG","Rüfenach (AG)","Rüfenach AG","Mit 58,2 Prozent Ja hat sich Rüfenach für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4117,18.7,18.7,81.3,"Thalheim AG","Thalheim (AG)","Thalheim AG","Thalheim AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 81,3 Prozent abgelehnt.",,
4120,42.9,42.9,57.1,"Veltheim AG","Veltheim (AG)","Veltheim AG","Veltheim AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 57,1 Prozent abgelehnt.",,
4121,56,56,44,"Villigen AG","Villigen (AG)","Villigen AG","56 Prozent der Stimmbürgerinnen und Stimmbürger von Villigen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4122,75.2,75.2,24.8,"Villnachern AG","Villnachern (AG)","Villnachern AG","75,2 Prozent der Stimmbürgerinnen und Stimmbürger von Villnachern haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4123,54.3,54.3,45.7,"Windisch AG","Windisch (AG)","Windisch AG","Windisch hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 54,3 Prozent angenommen.",,
4124,48.2,48.2,51.8,"Bözberg AG","Bözberg (AG)","Bözberg AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Bözberg. 51,8 Prozent haben sie verworfen.",,
4125,16.8,16.8,83.2,"Schinznach AG","Schinznach (AG)","Schinznach AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Schinznach. 83,2 Prozent haben sie verworfen.",,
4131,65.2,65.2,34.8,"Beinwil am See AG","Beinwil am See (AG)","Beinwil am See AG","Beinwil am See hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 65,2 Prozent angenommen.",,
4132,51.8,51.8,48.2,"Birrwil AG","Birrwil (AG)","Birrwil AG","Mit 51,8 Prozent Ja hat sich Birrwil für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4134,72.8,72.8,27.2,"Dürrenäsch AG","Dürrenäsch (AG)","Dürrenäsch AG","72,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dürrenäsch haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4135,55.7,55.7,44.3,"Gontenschwil AG","Gontenschwil (AG)","Gontenschwil AG","Mit 55,7 Prozent Ja hat sich Gontenschwil für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4136,86.7,86.7,13.3,"Holziken AG","Holziken (AG)","Holziken AG","86,7 Prozent der Stimmbürgerinnen und Stimmbürger von Holziken haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4137,8.5,8.5,91.5,"Leimbach AG","Leimbach (AG)","Leimbach AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Leimbach AG: 91,5 Prozent haben die Vorlage abgelehnt.",,
4138,58,58,42,"Leutwil AG","Leutwil (AG)","Leutwil AG","Leutwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 58 Prozent angenommen.",,
4139,9.5,9.5,90.5,"Menziken AG","Menziken (AG)","Menziken AG","Menziken hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 90,5 Prozent abgelehnt.",,
4140,74.2,74.2,25.8,"Oberkulm AG","Oberkulm (AG)","Oberkulm AG","Oberkulm hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 74,2 Prozent angenommen.",,
4141,38.3,38.3,61.7,"Reinach AG","Reinach (AG)","Reinach AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Reinach AG. 61,7 Prozent haben sie verworfen.",,
4142,61.3,61.3,38.7,"Schlossrued AG","Schlossrued (AG)","Schlossrued AG","Schlossrued hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 61,3 Prozent angenommen.",,
4143,37.4,37.4,62.6,"Schmiedrued AG","Schmiedrued (AG)","Schmiedrued AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Schmiedrued. 62,6 Prozent haben sie verworfen.",,
4144,84.6,84.6,15.4,"Schöftland AG","Schöftland (AG)","Schöftland AG","84,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schöftland haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4145,55.1,55.1,44.9,"Teufenthal AG","Teufenthal (AG)","Teufenthal AG","Teufenthal AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 55,1 Prozent angenommen.",,
